Phenylephrine,25300
Phenylephrine,26900
Phenylephrine,29000
Phenylephrine,30700
Phenylephrine,32300
Rocuronium,34000
Phenylephrine,42700
Rocuronium,47300
Rocuronium,48900
Phenylephrine,51700
Rocuronium,64100
Phenylephrine,65700
