Rocuronium,2400
Rocuronium,7600
Phenylephrine,9900
Rocuronium,10000
Phenylephrine,10100
Rocuronium,15100
Rocuronium,17200
Rocuronium,22300
Rocuronium,24200
Rocuronium,28700
Phenylephrine,30900
Rocuronium,31000
Phenylephrine,31100
Rocuronium,35500
Rocuronium,38100
Rocuronium,42200
Rocuronium,44100
Rocuronium,48200
Phenylephrine,50100
Phenylephrine,50200
Rocuronium,50300
Rocuronium,54200
Rocuronium,54300
Rocuronium,55100
Rocuronium,57200
