1,0,7613,9,379
1,1,7170,12,2591
1,2,24701,16,30308
1,3,24032,219,29830
1,4,11896,4514,13322
1,5,3693,30610,3934
1,6,1492,28524,1379
1,7,0,0,0
1,8,777,12771,657
1,9,459,3760,405
1,10,323,1216,243
1,11,258,591,187
1,12,204,394,151
1,13,146,295,134
1,14,0,0,0
1,15,126,213,144
1,16,141,178,137
1,17,105,148,168
1,18,117,177,169
1,19,122,143,192
1,20,93,182,193
1,21,0,0,0
1,22,127,184,180
1,23,154,161,196
1,24,124,166,175
1,25,168,175,188
1,26,166,197,209
1,27,137,192,202
1,28,137,211,257
1,29,0,0,0
1,30,144,198,204
1,31,141,211,193
1,32,144,182,195
1,33,158,173,199
1,34,165,161,147
1,35,162,152,169
1,36,0,0,0
1,37,121,186,160
1,38,123,161,144
1,39,133,155,130
1,40,100,147,130
1,41,85,123,147
1,42,107,126,114
1,43,0,0,0
1,44,95,118,156
1,45,94,117,153
1,46,80,119,151
1,47,73,140,179
1,48,80,132,171
1,49,81,102,202
1,50,0,0,0
1,51,87,156,226
1,52,84,141,210
1,53,65,138,209
1,54,61,138,182
1,55,67,148,183
1,56,71,143,160
1,57,0,0,0
1,58,66,197,164
1,59,95,186,133
1,60,84,214,155
1,61,57,184,131
1,62,79,168,116
1,63,75,156,149
1,64,0,0,0
1,65,63,180,134
1,66,62,178,142
1,67,64,143,132
1,68,58,115,123
1,69,92,146,125
1,70,55,162,133
1,71,0,0,0
1,72,62,122,120
1,73,53,157,128
1,74,70,132,129
1,75,62,132,133
1,76,53,153,138
1,77,58,133,149
1,78,0,0,0
1,79,61,151,137
1,80,63,161,121
1,81,83,149,133
1,82,82,154,123
1,83,62,180,141
1,84,65,156,155
1,85,0,0,0
1,86,69,175,159
1,87,90,147,158
1,88,81,154,187
1,89,111,146,190
1,90,125,168,220
1,91,119,155,226
1,92,0,0,0
1,93,139,176,219
1,94,112,165,276
1,95,141,206,253
1,96,140,171,269
1,97,96,181,254
1,98,131,221,242
1,99,0,0,0
1,100,104,190,254
1,101,121,222,238
1,102,118,237,239
1,103,115,266,262
1,104,133,250,275
1,105,107,251,283
1,106,0,0,0
1,107,137,277,306
1,108,107,324,330
1,109,92,304,374
1,110,103,291,365
1,111,104,282,389
1,112,112,303,387
1,113,132,321,381
1,114,0,0,0
1,115,108,301,345
1,116,110,311,328
1,117,96,332,334
1,118,105,405,284
1,119,110,384,302
1,120,102,468,297
1,121,0,0,0
1,122,96,438,308
1,123,96,442,319
1,124,101,394,327
1,125,108,318,333
1,126,102,356,347
1,127,115,300,302
1,128,0,0,0
1,129,102,292,346
1,130,94,343,386
1,131,115,344,403
1,132,130,362,432
1,133,108,290,402
1,134,110,343,375
1,135,0,0,0
1,136,133,310,350
1,137,120,343,346
1,138,147,359,347
1,139,120,343,332
1,140,159,331,381
1,141,157,349,333
1,142,0,0,0
1,143,139,380,329
1,144,122,429,290
1,145,161,525,318
1,146,172,609,336
1,147,167,708,273
1,148,184,779,294
1,149,0,0,0
1,150,174,820,288
1,151,146,701,294
1,152,167,671,323
1,153,197,707,323
1,154,177,535,297
1,155,196,558,299
1,156,0,0,0
1,157,188,507,321
1,158,159,502,309
1,159,180,398,282
1,160,172,365,274
1,161,194,331,228
1,162,180,311,192
1,163,0,0,0
1,164,210,293,189
1,165,208,238,170
1,166,169,240,194
1,167,145,213,150
1,168,175,190,148
1,169,174,184,118
1,170,0,0,0
1,171,189,209,110
1,172,183,185,109
1,173,169,173,88
1,174,176,158,96
1,175,175,155,97
1,176,171,127,113
1,177,0,0,0
1,178,179,138,109
1,179,187,118,102
1,180,227,135,91
1,181,225,117,102
1,182,228,93,86
1,183,217,91,82
1,184,0,0,0
1,185,228,56,86
1,186,228,40,95
1,187,217,37,76
1,188,250,44,99
1,189,223,48,83
1,190,235,41,95
1,191,0,0,0
1,192,236,23,97
1,193,216,17,140
1,194,239,29,173
1,195,269,18,150
1,196,241,18,211
1,197,263,17,275
1,198,295,8,271
1,199,0,0,0
1,200,258,8,341
1,201,279,1,328
1,202,265,4,368
1,203,264,9,310
1,204,327,0,237
1,205,359,1,242
1,206,0,0,0
1,207,296,1,215
1,208,325,1,103
1,209,347,2,93
1,210,293,5,81
1,211,295,3,52
1,212,267,1,35
1,213,0,0,0
1,214,239,0,17
1,215,301,0,8
1,216,314,0,7
1,217,256,0,2
1,218,267,0,2
1,219,241,0,0
1,220,0,0,0
1,221,237,0,1
1,222,255,0,0
1,223,258,0,0
1,224,294,0,0
1,225,267,0,0
1,226,283,0,0
1,227,0,0,0
1,228,269,0,0
1,229,242,0,0
1,230,227,0,0
1,231,266,0,0
1,232,201,0,0
1,233,221,0,0
1,234,0,0,0
1,235,232,0,0
1,236,243,0,0
1,237,208,0,0
1,238,210,0,0
1,239,242,0,0
1,240,262,0,0
1,241,0,0,0
1,242,248,0,0
1,243,207,0,0
1,244,277,0,0
1,245,284,0,0
1,246,320,0,0
1,247,391,0,0
1,248,0,0,0
1,249,508,0,0
1,250,614,0,0
1,251,670,0,0
1,252,675,0,0
1,253,610,0,0
1,254,548,0,0
1,255,1207,0,0
